complex_id,ligand_file,protein_file,pocket_file,affinity,measure,resolution,year
2xc0,data/raw/PDBbind_v2020_refined/refined-set/2xc0/2xc0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2xc0/2xc0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2xc0/2xc0_pocket.pdb,6.72,pKd,2.05,2010
3aqt,data/raw/PDBbind_v2020_refined/refined-set/3aqt/3aqt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3aqt/3aqt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3aqt/3aqt_pocket.pdb,6.72,pKd,2.5,2011
3gst,data/raw/PDBbind_v2020_refined/refined-set/3gst/3gst_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3gst/3gst_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3gst/3gst_pocket.pdb,6.72,pKd,1.9,1993
3l4v,data/raw/PDBbind_v2020_refined/refined-set/3l4v/3l4v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3l4v/3l4v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3l4v/3l4v_pocket.pdb,6.72,pKd,2.1,2010
3l4z,data/raw/PDBbind_v2020_refined/refined-set/3l4z/3l4z_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3l4z/3l4z_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3l4z/3l4z_pocket.pdb,6.72,pKd,2.0,2010
4djv,data/raw/PDBbind_v2020_refined/refined-set/4djv/4djv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4djv/4djv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4djv/4djv_pocket.pdb,6.72,pKd,1.73,2012
4flp,data/raw/PDBbind_v2020_refined/refined-set/4flp/4flp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4flp/4flp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4flp/4flp_pocket.pdb,6.72,pKd,2.23,2012
4i74,data/raw/PDBbind_v2020_refined/refined-set/4i74/4i74_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4i74/4i74_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4i74/4i74_pocket.pdb,6.72,pKd,1.68,2013
4o0a,data/raw/PDBbind_v2020_refined/refined-set/4o0a/4o0a_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4o0a/4o0a_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4o0a/4o0a_pocket.pdb,6.72,pKd,1.2,2014
5o58,data/raw/PDBbind_v2020_refined/refined-set/5o58/5o58_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5o58/5o58_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5o58/5o58_pocket.pdb,6.72,pKd,1.55,2017
5vb7,data/raw/PDBbind_v2020_refined/refined-set/5vb7/5vb7_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5vb7/5vb7_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5vb7/5vb7_pocket.pdb,6.72,pKd,2.34,2017
5wa5,data/raw/PDBbind_v2020_refined/refined-set/5wa5/5wa5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5wa5/5wa5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5wa5/5wa5_pocket.pdb,6.72,pKd,1.17,2018
5ya5,data/raw/PDBbind_v2020_refined/refined-set/5ya5/5ya5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5ya5/5ya5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5ya5/5ya5_pocket.pdb,6.72,pKd,1.89,2018
5zhl,data/raw/PDBbind_v2020_refined/refined-set/5zhl/5zhl_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5zhl/5zhl_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5zhl/5zhl_pocket.pdb,6.72,pKd,2.25,2019
6fo5,data/raw/PDBbind_v2020_refined/refined-set/6fo5/6fo5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6fo5/6fo5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6fo5/6fo5_pocket.pdb,6.72,pKd,0.95,2018
6qr9,data/raw/PDBbind_v2020_refined/refined-set/6qr9/6qr9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6qr9/6qr9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6qr9/6qr9_pocket.pdb,6.72,pKd,2.42,2019
1wvj,data/raw/PDBbind_v2020_refined/refined-set/1wvj/1wvj_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1wvj/1wvj_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1wvj/1wvj_pocket.pdb,6.73,pKd,1.75,2005
4pum,data/raw/PDBbind_v2020_refined/refined-set/4pum/4pum_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4pum/4pum_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4pum/4pum_pocket.pdb,6.73,pKd,1.93,2014
4r5b,data/raw/PDBbind_v2020_refined/refined-set/4r5b/4r5b_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4r5b/4r5b_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4r5b/4r5b_pocket.pdb,6.73,pKd,1.5,2014
4w9h,data/raw/PDBbind_v2020_refined/refined-set/4w9h/4w9h_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4w9h/4w9h_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4w9h/4w9h_pocket.pdb,6.73,pKd,2.1,2014
5am6,data/raw/PDBbind_v2020_refined/refined-set/5am6/5am6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5am6/5am6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5am6/5am6_pocket.pdb,6.73,pKd,1.96,2015
5ia0,data/raw/PDBbind_v2020_refined/refined-set/5ia0/5ia0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5ia0/5ia0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5ia0/5ia0_pocket.pdb,6.73,pKd,1.95,2016
5js3,data/raw/PDBbind_v2020_refined/refined-set/5js3/5js3_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5js3/5js3_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5js3/5js3_pocket.pdb,6.73,pKd,1.16,2016
1add,data/raw/PDBbind_v2020_refined/refined-set/1add/1add_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1add/1add_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1add/1add_pocket.pdb,6.74,pKd,2.4,1994
1usi,data/raw/PDBbind_v2020_refined/refined-set/1usi/1usi_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1usi/1usi_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1usi/1usi_pocket.pdb,6.74,pKd,1.8,2003
2x91,data/raw/PDBbind_v2020_refined/refined-set/2x91/2x91_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2x91/2x91_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2x91/2x91_pocket.pdb,6.74,pKd,1.98,2010
2zc9,data/raw/PDBbind_v2020_refined/refined-set/2zc9/2zc9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2zc9/2zc9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2zc9/2zc9_pocket.pdb,6.74,pKd,1.58,2008
2zgx,data/raw/PDBbind_v2020_refined/refined-set/2zgx/2zgx_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2zgx/2zgx_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2zgx/2zgx_pocket.pdb,6.74,pKd,1.8,2008
3dgo,data/raw/PDBbind_v2020_refined/refined-set/3dgo/3dgo_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3dgo/3dgo_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3dgo/3dgo_pocket.pdb,6.74,pKd,2.5,2009
3fzy,data/raw/PDBbind_v2020_refined/refined-set/3fzy/3fzy_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fzy/3fzy_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fzy/3fzy_pocket.pdb,6.74,pKd,1.95,2009
3m67,data/raw/PDBbind_v2020_refined/refined-set/3m67/3m67_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3m67/3m67_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3m67/3m67_pocket.pdb,6.74,pKd,1.8,2010
3oim,data/raw/PDBbind_v2020_refined/refined-set/3oim/3oim_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3oim/3oim_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3oim/3oim_pocket.pdb,6.74,pKd,1.45,2011
4ca6,data/raw/PDBbind_v2020_refined/refined-set/4ca6/4ca6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ca6/4ca6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ca6/4ca6_pocket.pdb,6.74,pKd,1.91,2013
4ew3,data/raw/PDBbind_v2020_refined/refined-set/4ew3/4ew3_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ew3/4ew3_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ew3/4ew3_pocket.pdb,6.74,pKd,1.7,2013
4f9y,data/raw/PDBbind_v2020_refined/refined-set/4f9y/4f9y_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4f9y/4f9y_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4f9y/4f9y_pocket.pdb,6.74,pKd,1.85,2013
4lxz,data/raw/PDBbind_v2020_refined/refined-set/4lxz/4lxz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4lxz/4lxz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4lxz/4lxz_pocket.pdb,6.74,pKd,1.85,2013
5j27,data/raw/PDBbind_v2020_refined/refined-set/5j27/5j27_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5j27/5j27_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5j27/5j27_pocket.pdb,6.74,pKd,1.7,2017
5nk2,data/raw/PDBbind_v2020_refined/refined-set/5nk2/5nk2_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5nk2/5nk2_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5nk2/5nk2_pocket.pdb,6.74,pKd,1.65,2017
5za9,data/raw/PDBbind_v2020_refined/refined-set/5za9/5za9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5za9/5za9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5za9/5za9_pocket.pdb,6.74,pKd,1.62,2018
6i66,data/raw/PDBbind_v2020_refined/refined-set/6i66/6i66_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6i66/6i66_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6i66/6i66_pocket.pdb,6.74,pKd,1.6,2019
6i8y,data/raw/PDBbind_v2020_refined/refined-set/6i8y/6i8y_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6i8y/6i8y_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6i8y/6i8y_pocket.pdb,6.74,pKd,1.52,2018
6qqz,data/raw/PDBbind_v2020_refined/refined-set/6qqz/6qqz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6qqz/6qqz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6qqz/6qqz_pocket.pdb,6.74,pKd,1.7,2019
3ikd,data/raw/PDBbind_v2020_refined/refined-set/3ikd/3ikd_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3ikd/3ikd_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3ikd/3ikd_pocket.pdb,6.75,pKd,2.0,2009
4cwt,data/raw/PDBbind_v2020_refined/refined-set/4cwt/4cwt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4cwt/4cwt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4cwt/4cwt_pocket.pdb,6.75,pKd,1.9,2014
6faa,data/raw/PDBbind_v2020_refined/refined-set/6faa/6faa_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6faa/6faa_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6faa/6faa_pocket.pdb,6.75,pKd,1.97,2018
2on6,data/raw/PDBbind_v2020_refined/refined-set/2on6/2on6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2on6/2on6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2on6/2on6_pocket.pdb,6.76,pKd,2.5,2007
4pvx,data/raw/PDBbind_v2020_refined/refined-set/4pvx/4pvx_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4pvx/4pvx_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4pvx/4pvx_pocket.pdb,6.76,pKd,2.18,2015
5wa9,data/raw/PDBbind_v2020_refined/refined-set/5wa9/5wa9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5wa9/5wa9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5wa9/5wa9_pocket.pdb,6.76,pKd,1.15,2017
6f9v,data/raw/PDBbind_v2020_refined/refined-set/6f9v/6f9v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6f9v/6f9v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6f9v/6f9v_pocket.pdb,6.76,pKd,1.69,2018
1o30,data/raw/PDBbind_v2020_refined/refined-set/1o30/1o30_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1o30/1o30_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1o30/1o30_pocket.pdb,6.77,pKd,1.55,2003
1o3j,data/raw/PDBbind_v2020_refined/refined-set/1o3j/1o3j_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1o3j/1o3j_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1o3j/1o3j_pocket.pdb,6.77,pKd,1.4,2003
1om1,data/raw/PDBbind_v2020_refined/refined-set/1om1/1om1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1om1/1om1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1om1/1om1_pocket.pdb,6.77,pKd,1.68,2004
1ony,data/raw/PDBbind_v2020_refined/refined-set/1ony/1ony_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1ony/1ony_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1ony/1ony_pocket.pdb,6.77,pKd,2.15,2003
1qb1,data/raw/PDBbind_v2020_refined/refined-set/1qb1/1qb1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1qb1/1qb1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1qb1/1qb1_pocket.pdb,6.77,pKd,1.8,2000
3fas,data/raw/PDBbind_v2020_refined/refined-set/3fas/3fas_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fas/3fas_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fas/3fas_pocket.pdb,6.77,pKd,1.4,2008
3fvn,data/raw/PDBbind_v2020_refined/refined-set/3fvn/3fvn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fvn/3fvn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fvn/3fvn_pocket.pdb,6.77,pKd,1.5,2010
3m40,data/raw/PDBbind_v2020_refined/refined-set/3m40/3m40_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3m40/3m40_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3m40/3m40_pocket.pdb,6.77,pKd,1.6,2010
4cwp,data/raw/PDBbind_v2020_refined/refined-set/4cwp/4cwp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4cwp/4cwp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4cwp/4cwp_pocket.pdb,6.77,pKd,1.95,2014
4loi,data/raw/PDBbind_v2020_refined/refined-set/4loi/4loi_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4loi/4loi_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4loi/4loi_pocket.pdb,6.77,pKd,1.89,2013
4x48,data/raw/PDBbind_v2020_refined/refined-set/4x48/4x48_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4x48/4x48_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4x48/4x48_pocket.pdb,6.77,pKd,1.89,2015
5ayt,data/raw/PDBbind_v2020_refined/refined-set/5ayt/5ayt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5ayt/5ayt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5ayt/5ayt_pocket.pdb,6.77,pKd,1.4,2016
5fh8,data/raw/PDBbind_v2020_refined/refined-set/5fh8/5fh8_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5fh8/5fh8_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5fh8/5fh8_pocket.pdb,6.77,pKd,1.55,2016
5nvw,data/raw/PDBbind_v2020_refined/refined-set/5nvw/5nvw_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5nvw/5nvw_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5nvw/5nvw_pocket.pdb,6.77,pKd,2.2,2017
6g2o,data/raw/PDBbind_v2020_refined/refined-set/6g2o/6g2o_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g2o/6g2o_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g2o/6g2o_pocket.pdb,6.77,pKd,1.81,2019
3gcu,data/raw/PDBbind_v2020_refined/refined-set/3gcu/3gcu_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3gcu/3gcu_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3gcu/3gcu_pocket.pdb,6.78,pKd,2.1,2009
5yh8,data/raw/PDBbind_v2020_refined/refined-set/5yh8/5yh8_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5yh8/5yh8_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5yh8/5yh8_pocket.pdb,6.78,pKd,2.12,2018
5zaf,data/raw/PDBbind_v2020_refined/refined-set/5zaf/5zaf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5zaf/5zaf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5zaf/5zaf_pocket.pdb,6.78,pKd,1.65,2018
6g7a,data/raw/PDBbind_v2020_refined/refined-set/6g7a/6g7a_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g7a/6g7a_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g7a/6g7a_pocket.pdb,6.78,pKd,1.42,2019
6sbt,data/raw/PDBbind_v2020_refined/refined-set/6sbt/6sbt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6sbt/6sbt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6sbt/6sbt_pocket.pdb,6.78,pKd,2.3,2019
2rcb,data/raw/PDBbind_v2020_refined/refined-set/2rcb/2rcb_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2rcb/2rcb_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2rcb/2rcb_pocket.pdb,6.79,pKd,1.62,2008
3su0,data/raw/PDBbind_v2020_refined/refined-set/3su0/3su0_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3su0/3su0_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3su0/3su0_pocket.pdb,6.79,pKd,1.16,2012
4ogj,data/raw/PDBbind_v2020_refined/refined-set/4ogj/4ogj_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ogj/4ogj_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ogj/4ogj_pocket.pdb,6.79,pKd,1.65,2014
5y94,data/raw/PDBbind_v2020_refined/refined-set/5y94/5y94_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5y94/5y94_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5y94/5y94_pocket.pdb,6.79,pKd,2.0,2018
6s4n,data/raw/PDBbind_v2020_refined/refined-set/6s4n/6s4n_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6s4n/6s4n_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6s4n/6s4n_pocket.pdb,6.79,pKd,1.9,2019
1fl3,data/raw/PDBbind_v2020_refined/refined-set/1fl3/1fl3_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1fl3/1fl3_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1fl3/1fl3_pocket.pdb,6.8,pKd,2.45,2000
1nq7,data/raw/PDBbind_v2020_refined/refined-set/1nq7/1nq7_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1nq7/1nq7_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1nq7/1nq7_pocket.pdb,6.8,pKd,1.5,2003
1p1n,data/raw/PDBbind_v2020_refined/refined-set/1p1n/1p1n_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1p1n/1p1n_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1p1n/1p1n_pocket.pdb,6.8,pKd,1.6,2003
2xhm,data/raw/PDBbind_v2020_refined/refined-set/2xhm/2xhm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2xhm/2xhm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2xhm/2xhm_pocket.pdb,6.8,pKd,1.96,2010
3c88,data/raw/PDBbind_v2020_refined/refined-set/3c88/3c88_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3c88/3c88_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3c88/3c88_pocket.pdb,6.8,pKd,1.6,2008
3fx6,data/raw/PDBbind_v2020_refined/refined-set/3fx6/3fx6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fx6/3fx6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fx6/3fx6_pocket.pdb,6.8,pKd,1.85,2009
3s2v,data/raw/PDBbind_v2020_refined/refined-set/3s2v/3s2v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3s2v/3s2v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3s2v/3s2v_pocket.pdb,6.8,pKd,2.5,2011
5j8m,data/raw/PDBbind_v2020_refined/refined-set/5j8m/5j8m_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5j8m/5j8m_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5j8m/5j8m_pocket.pdb,6.8,pKd,1.9,2017
5nk6,data/raw/PDBbind_v2020_refined/refined-set/5nk6/5nk6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5nk6/5nk6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5nk6/5nk6_pocket.pdb,6.8,pKd,1.27,2017
6i62,data/raw/PDBbind_v2020_refined/refined-set/6i62/6i62_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6i62/6i62_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6i62/6i62_pocket.pdb,6.8,pKd,1.65,2019
6np2,data/raw/PDBbind_v2020_refined/refined-set/6np2/6np2_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6np2/6np2_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6np2/6np2_pocket.pdb,6.8,pKd,1.2,2019
2uwp,data/raw/PDBbind_v2020_refined/refined-set/2uwp/2uwp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2uwp/2uwp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2uwp/2uwp_pocket.pdb,6.81,pKd,1.75,2007
5zae,data/raw/PDBbind_v2020_refined/refined-set/5zae/5zae_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5zae/5zae_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5zae/5zae_pocket.pdb,6.81,pKd,1.73,2018
1drk,data/raw/PDBbind_v2020_refined/refined-set/1drk/1drk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1drk/1drk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1drk/1drk_pocket.pdb,6.82,pKd,2.0,1995
1fhd,data/raw/PDBbind_v2020_refined/refined-set/1fhd/1fhd_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1fhd/1fhd_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1fhd/1fhd_pocket.pdb,6.82,pKd,1.9,2000
1jeu,data/raw/PDBbind_v2020_refined/refined-set/1jeu/1jeu_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1jeu/1jeu_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1jeu/1jeu_pocket.pdb,6.82,pKd,1.25,1997
1k1n,data/raw/PDBbind_v2020_refined/refined-set/1k1n/1k1n_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1k1n/1k1n_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1k1n/1k1n_pocket.pdb,6.82,pKd,2.0,2001
1lrh,data/raw/PDBbind_v2020_refined/refined-set/1lrh/1lrh_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1lrh/1lrh_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1lrh/1lrh_pocket.pdb,6.82,pKd,1.9,2002
1o38,data/raw/PDBbind_v2020_refined/refined-set/1o38/1o38_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1o38/1o38_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1o38/1o38_pocket.pdb,6.82,pKd,1.38,2003
1uwf,data/raw/PDBbind_v2020_refined/refined-set/1uwf/1uwf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1uwf/1uwf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1uwf/1uwf_pocket.pdb,6.82,pKd,1.69,2005
2b1i,data/raw/PDBbind_v2020_refined/refined-set/2b1i/2b1i_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2b1i/2b1i_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2b1i/2b1i_pocket.pdb,6.82,pKd,2.02,2006
2c94,data/raw/PDBbind_v2020_refined/refined-set/2c94/2c94_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2c94/2c94_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2c94/2c94_pocket.pdb,6.82,pKd,1.9,2006
2oxd,data/raw/PDBbind_v2020_refined/refined-set/2oxd/2oxd_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2oxd/2oxd_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2oxd/2oxd_pocket.pdb,6.82,pKd,2.3,2007
2pym,data/raw/PDBbind_v2020_refined/refined-set/2pym/2pym_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2pym/2pym_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2pym/2pym_pocket.pdb,6.82,pKd,1.9,2008
2rfh,data/raw/PDBbind_v2020_refined/refined-set/2rfh/2rfh_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2rfh/2rfh_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2rfh/2rfh_pocket.pdb,6.82,pKd,1.7,2008
2v8w,data/raw/PDBbind_v2020_refined/refined-set/2v8w/2v8w_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2v8w/2v8w_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2v8w/2v8w_pocket.pdb,6.82,pKd,2.3,2007
